770
2	2
0.500	0.902	1	0
0.520	0.900	1	0
0.539	0.898	1	0
0.559	0.895	1	0
0.578	0.890	1	0
0.596	0.885	1	0
0.615	0.879	1	0
0.633	0.872	1	0
0.651	0.864	1	0
0.668	0.856	1	0
0.685	0.846	1	0
0.701	0.836	1	0
0.717	0.825	1	0
0.732	0.813	1	0
0.746	0.800	1	0
0.760	0.787	1	0
0.773	0.773	1	0
0.786	0.759	1	0
0.797	0.744	1	0
0.808	0.729	1	0
0.818	0.713	1	0
0.827	0.696	1	0
0.836	0.679	1	0
0.843	0.662	1	0
0.850	0.645	1	0
0.856	0.627	1	0
0.861	0.609	1	0
0.865	0.591	1	0
0.868	0.573	1	0
0.870	0.555	1	0
0.871	0.537	1	0
0.872	0.518	1	0
0.871	0.500	1	0
0.870	0.482	1	0
0.867	0.464	1	0
0.864	0.446	1	0
0.860	0.428	1	0
0.855	0.411	1	0
0.850	0.394	1	0
0.843	0.377	1	0
0.836	0.361	1	0
0.828	0.345	1	0
0.819	0.330	1	0
0.809	0.315	1	0
0.799	0.300	1	0
0.788	0.286	1	0
0.777	0.273	1	0
0.764	0.260	1	0
0.752	0.248	1	0
0.738	0.237	1	0
0.724	0.226	1	0
0.710	0.217	1	0
0.696	0.207	1	0
0.680	0.199	1	0
0.665	0.191	1	0
0.649	0.184	1	0
0.633	0.178	1	0
0.617	0.173	1	0
0.600	0.169	1	0
0.584	0.165	1	0
0.567	0.162	1	0
0.550	0.160	1	0
0.534	0.159	1	0
0.517	0.159	1	0
0.500	0.160	1	0
0.483	0.161	1	0
0.467	0.163	1	0
0.450	0.166	1	0
0.434	0.170	1	0
0.418	0.174	1	0
0.403	0.180	1	0
0.388	0.186	1	0
0.373	0.193	1	0
0.358	0.200	1	0
0.344	0.208	1	0
0.330	0.217	1	0
0.317	0.227	1	0
0.305	0.237	1	0
0.293	0.247	1	0
0.281	0.258	1	0
0.270	0.270	1	0
0.260	0.282	1	0
0.250	0.295	1	0
0.241	0.308	1	0
0.233	0.322	1	0
0.225	0.335	1	0
0.218	0.350	1	0
0.212	0.364	1	0
0.207	0.379	1	0
0.202	0.393	1	0
0.198	0.408	1	0
0.195	0.424	1	0
0.193	0.439	1	0
0.191	0.454	1	0
0.190	0.469	1	0
0.190	0.485	1	0
0.190	0.500	1	0
0.192	0.515	1	0
0.194	0.530	1	0
0.197	0.545	1	0
0.200	0.560	1	0
0.204	0.574	1	0
0.209	0.588	1	0
0.215	0.602	1	0
0.221	0.616	1	0
0.228	0.629	1	0
0.235	0.641	1	0
0.244	0.654	1	0
0.252	0.666	1	0
0.261	0.677	1	0
0.271	0.688	1	0
0.281	0.698	1	0
0.292	0.708	1	0
0.303	0.717	1	0
0.315	0.726	1	0
0.326	0.734	1	0
0.339	0.741	1	0
0.351	0.748	1	0
0.364	0.754	1	0
0.377	0.760	1	0
0.390	0.765	1	0
0.404	0.769	1	0
0.417	0.772	1	0
0.431	0.775	1	0
0.445	0.777	1	0
0.459	0.779	1	0
0.472	0.779	1	0
0.486	0.779	1	0
0.500	0.779	1	0
0.514	0.778	1	0
0.527	0.776	1	0
0.540	0.773	1	0
0.554	0.770	1	0
0.567	0.766	1	0
0.579	0.761	1	0
0.592	0.756	1	0
0.604	0.751	1	0
0.616	0.744	1	0
0.627	0.737	1	0
0.638	0.730	1	0
0.649	0.722	1	0
0.659	0.714	1	0
0.668	0.705	1	0
0.678	0.696	1	0
0.686	0.686	1	0
0.695	0.676	1	0
0.702	0.666	1	0
0.709	0.655	1	0
0.716	0.644	1	0
0.722	0.633	1	0
0.727	0.621	1	0
0.732	0.610	1	0
0.736	0.598	1	0
0.740	0.586	1	0
0.743	0.574	1	0
0.745	0.561	1	0
0.747	0.549	1	0
0.748	0.537	1	0
0.749	0.525	1	0
0.749	0.512	1	0
0.748	0.500	1	0
0.747	0.488	1	0
0.745	0.476	1	0
0.743	0.464	1	0
0.740	0.452	1	0
0.736	0.441	1	0
0.732	0.430	1	0
0.727	0.419	1	0
0.722	0.408	1	0
0.716	0.398	1	0
0.710	0.388	1	0
0.704	0.378	1	0
0.697	0.369	1	0
0.689	0.360	1	0
0.681	0.351	1	0
0.673	0.343	1	0
0.665	0.335	1	0
0.656	0.328	1	0
0.646	0.322	1	0
0.637	0.315	1	0
0.627	0.310	1	0
0.617	0.305	1	0
0.607	0.300	1	0
0.597	0.296	1	0
0.586	0.292	1	0
0.575	0.289	1	0
0.565	0.287	1	0
0.554	0.285	1	0
0.543	0.283	1	0
0.532	0.282	1	0
0.521	0.282	1	0
0.511	0.282	1	0
0.500	0.283	1	0
0.489	0.284	1	0
0.479	0.286	1	0
0.469	0.288	1	0
0.458	0.291	1	0
0.448	0.294	1	0
0.439	0.298	1	0
0.429	0.302	1	0
0.420	0.306	1	0
0.411	0.311	1	0
0.402	0.317	1	0
0.394	0.323	1	0
0.386	0.329	1	0
0.378	0.335	1	0
0.371	0.342	1	0
0.364	0.350	1	0
0.357	0.357	1	0
0.351	0.365	1	0
0.345	0.373	1	0
0.340	0.381	1	0
0.335	0.390	1	0
0.331	0.399	1	0
0.327	0.408	1	0
0.324	0.417	1	0
0.321	0.426	1	0
0.318	0.435	1	0
0.316	0.444	1	0
0.314	0.454	1	0
0.313	0.463	1	0
0.313	0.472	1	0
0.312	0.482	1	0
0.313	0.491	1	0
0.313	0.500	1	0
0.315	0.509	1	0
0.316	0.518	1	0
0.318	0.527	1	0
0.321	0.536	1	0
0.324	0.544	1	0
0.327	0.552	1	0
0.331	0.561	1	0
0.335	0.568	1	0
0.339	0.576	1	0
0.344	0.583	1	0
0.349	0.590	1	0
0.354	0.597	1	0
0.360	0.604	1	0
0.366	0.610	1	0
0.372	0.616	1	0
0.379	0.621	1	0
0.386	0.626	1	0
0.393	0.631	1	0
0.400	0.635	1	0
0.407	0.639	1	0
0.414	0.643	1	0
0.422	0.646	1	0
0.430	0.649	1	0
0.437	0.651	1	0
0.445	0.653	1	0
0.453	0.655	1	0
0.461	0.656	1	0
0.469	0.657	1	0
0.477	0.657	1	0
0.485	0.657	1	0
0.492	0.657	1	0
0.500	0.656	1	0
0.508	0.655	1	0
0.515	0.653	1	0
0.522	0.651	1	0
0.530	0.649	1	0
0.537	0.646	1	0
0.544	0.644	1	0
0.550	0.640	1	0
0.557	0.637	1	0
0.563	0.633	1	0
