194
2	2
0.500	0.908	1	0
0.579	0.896	1	0
0.653	0.870	1	0
0.720	0.829	1	0
0.777	0.777	1	0
0.823	0.716	1	0
0.855	0.647	1	0
0.873	0.574	1	0
0.877	0.500	1	0
0.866	0.427	1	0
0.841	0.359	1	0
0.804	0.297	1	0
0.756	0.244	1	0
0.699	0.203	1	0
0.635	0.173	1	0
0.568	0.157	1	0
0.500	0.154	1	0
0.433	0.164	1	0
0.370	0.187	1	0
0.314	0.222	1	0
0.266	0.266	1	0
0.228	0.318	1	0
0.202	0.376	1	0
0.187	0.438	1	0
0.185	0.500	1	0
0.194	0.561	1	0
0.216	0.618	1	0
0.247	0.669	1	0
0.288	0.712	1	0
0.335	0.746	1	0
0.388	0.770	1	0
0.444	0.783	1	0
0.500	0.785	1	0
0.555	0.775	1	0
0.606	0.756	1	0
0.652	0.727	1	0
0.690	0.690	1	0
0.721	0.647	1	0
0.742	0.600	1	0
0.753	0.550	1	0
0.754	0.500	1	0
0.745	0.451	1	0
0.727	0.406	1	0
0.701	0.365	1	0
0.669	0.331	1	0
0.630	0.305	1	0
0.588	0.287	1	0
0.544	0.277	1	0
0.500	0.277	1	0
0.457	0.285	1	0
0.418	0.301	1	0
0.382	0.324	1	0
0.353	0.353	1	0
0.331	0.387	1	0
0.315	0.423	1	0
0.308	0.462	1	0
0.308	0.500	1	0
0.315	0.537	1	0
0.329	0.571	1	0
0.350	0.600	1	0
0.375	0.625	1	0
0.404	0.644	1	0
0.435	0.656	1	0
0.468	0.662	1	0
0.500	0.662	1	0
0.531	0.655	1	0
0.559	0.642	1	0
0.583	0.625	1	0
0.603	0.603	1	0
0.618	0.579	1	0
0.628	0.553	1	0
0.632	0.526	1	0
0.631	0.500	1	0
0.624	0.475	1	0
0.614	0.453	1	0
0.599	0.434	1	0
0.582	0.418	1	0
0.562	0.407	1	0
0.541	0.401	1	0
0.520	0.398	1	0
0.500	0.400	1	0
0.481	0.406	1	0
0.465	0.415	1	0
0.451	0.426	1	0
0.440	0.440	1	0
0.433	0.455	1	0
0.429	0.471	1	0
0.428	0.486	1	0
0.431	0.500	1	0
0.436	0.513	1	0
0.443	0.524	1	0
0.452	0.532	1	0
0.462	0.538	1	0
0.472	0.542	1	0
0.482	0.543	1	0
0.492	0.541	1	0
0.500	0.538	1	0
0.500	0.092	0	1
0.421	0.104	0	1
0.347	0.130	0	1
0.280	0.171	0	1
0.223	0.223	0	1
0.177	0.284	0	1
0.145	0.353	0	1
0.127	0.426	0	1
0.123	0.500	0	1
0.134	0.573	0	1
0.159	0.641	0	1
0.196	0.703	0	1
0.244	0.756	0	1
0.301	0.797	0	1
0.365	0.827	0	1
0.432	0.843	0	1
0.500	0.846	0	1
0.567	0.836	0	1
0.630	0.813	0	1
0.686	0.778	0	1
0.734	0.734	0	1
0.772	0.682	0	1
0.798	0.624	0	1
0.813	0.562	0	1
0.815	0.500	0	1
0.806	0.439	0	1
0.784	0.382	0	1
0.753	0.331	0	1
0.712	0.288	0	1
0.665	0.254	0	1
0.612	0.230	0	1
0.556	0.217	0	1
0.500	0.215	0	1
0.445	0.225	0	1
0.394	0.244	0	1
0.348	0.273	0	1
0.310	0.310	0	1
0.279	0.353	0	1
0.258	0.400	0	1
0.247	0.450	0	1
0.246	0.500	0	1
0.255	0.549	0	1
0.273	0.594	0	1
0.299	0.635	0	1
0.331	0.669	0	1
0.370	0.695	0	1
0.412	0.713	0	1
0.456	0.723	0	1
0.500	0.723	0	1
0.543	0.715	0	1
0.582	0.699	0	1
0.618	0.676	0	1
0.647	0.647	0	1
0.669	0.613	0	1
0.685	0.577	0	1
0.692	0.538	0	1
0.692	0.500	0	1
0.685	0.463	0	1
0.671	0.429	0	1
0.650	0.400	0	1
0.625	0.375	0	1
0.596	0.356	0	1
0.565	0.344	0	1
0.532	0.338	0	1
0.500	0.338	0	1
0.469	0.345	0	1
0.441	0.358	0	1
0.417	0.375	0	1
0.397	0.397	0	1
0.382	0.421	0	1
0.372	0.447	0	1
0.368	0.474	0	1
0.369	0.500	0	1
0.376	0.525	0	1
0.386	0.547	0	1
0.401	0.566	0	1
0.418	0.582	0	1
0.438	0.593	0	1
0.459	0.599	0	1
0.480	0.602	0	1
0.500	0.600	0	1
0.519	0.594	0	1
0.535	0.585	0	1
0.549	0.574	0	1
0.560	0.560	0	1
0.567	0.545	0	1
0.571	0.529	0	1
0.572	0.514	0	1
0.569	0.500	0	1
0.564	0.487	0	1
0.557	0.476	0	1
0.548	0.468	0	1
0.538	0.462	0	1
0.528	0.458	0	1
0.518	0.457	0	1
0.508	0.459	0	1
0.500	0.462	0	1
